$16,enterprise software$
$16,cloud computing$
$16,development platforms$
$16,developer tools$
$20,SaaS$
$20,cloud computing$
$20,security$
$20,storage$
$35,e-commerce$
$35,image recognition$
$35,personalization$
$35,Conversion Optimization$
$38,analytics$
$38,location based services$
$38,maps$
$38,developer tools$
$43,messaging$
$43,photo sharing$
$43,chat$
$43,video chat$
$44,productivity software$
$44,android$
$44,email$
$44,browser extensions$
$60,advertising$
$60,social media marketing$
$63,mobile$
$63,sports$
$63,fantasy sports$
$63,mobile games$
$95,advertising$
$95,publishing$
$95,broadcasting$
$95,marijuana$
$105,business information systems$
$105,professional networking$
$105,entrepreneur$
$105,direct sales$
$112,digital media$
$112,entertainment$
$112,publishing$
$112,content creators$
$115,internet$
$115,music$
$115,networking$
$115,finance$
$117,enterprise software$
$117,B2B$
$118,video$
$118,social games$
$118,analytics$
$118,sports$
$119,mobile$
$119,SaaS$
$119,app stores$
$119,distribution$
$121,advertising platforms$
$121,browser extensions$
$121,web browsers$
$121,brand marketing$
$127,social media$
$127,professional services$
$127,startups$
$127,weddings$
$130,e-commerce$
$130,marketplaces$
$130,hospitality$
$130,commercial real estate$
$134,internet tv$
$135,mobile$
$135,telecommunications$
$135,voip$
$135,web development$
$147,social games$
$147,facebook applications$
$147,mobile games$
$149,sales automation$
$150,digital media$
$150,big data$
$150,social media marketing$
$150,brand marketing$
$154,SaaS$
$154,CRM$
$154,sales automation$
$154,software$
$160,SaaS$
$160,enterprise software$
$160,recruiting$
$160,human resources$
$166,SaaS$
$166,energy efficiency$
$166,big data$
$166,clean technology it$
$167,SaaS$
$167,enterprise software$
$167,mobile enterprise$
$167,marketing automation$
$171,mobile$
$171,digital media$
$171,music$
$171,cloud based music$
$174,recruiting$
$174,human resources$
$174,career management$
$174,human resource automation$
$179,e-commerce$
$179,parenting$
$179,kids$
$179,health and wellness$
$182,video chat$
$185,consumer internet$
$185,mobile$
$185,social media$
$185,food and beverages$
$192,marketplaces$
$192,social commerce$
$194,advertising$
$195,SaaS$
$195,e-commerce$
$195,direct sales$
$198,enterprise security$
$198,fraud detection$
$198,it and cybersecurity$
$198,network security$
$203,social media$
$203,e-commerce$
$203,fashion$
$203,social commerce$
$206,small and medium businesses$
$209,SaaS$
$209,big data$
$209,supply chain management$
$209,risk management$
$212,enterprise software$
$212,databases$
$212,collaboration$
$213,advertising$
$213,local advertising$
$213,brand marketing$
$213,sponsorship$
$214,mobile$
$214,identity management$
$214,nfc$
$217,energy$
$217,defense$
$217,energy storage$
$217,utilities$
$223,consumers$
$223,automotive$
$223,quantitative marketing$
$223,deals$
$227,consumer internet$
$227,information technology$
$227,e-commerce$
$227,education$
$236,e-commerce$
$236,advertising$
$236,image recognition$
$236,independent music labels$
$238,mobile advertising$
$238,college campuses$
$238,mobile games$
$238,university students$
$239,location based services$
$239,communities$
$239,ventures for good$
$239,augmented reality$
$249,e-commerce$
$249,retail$
$249,retail technology$
$257,mobile$
$257,marketplaces$
$257,sms$
$257,collaborative consumption$
$263,mobile$
$263,enterprise software$
$263,cloud computing$
$263,collaboration$
$268,mobile$
$268,social media$
$268,location based services$
$268,android$
$272,e-commerce$
$272,retail$
$272,coupons$
$272,deals$
$279,marketplaces$
$279,online reservations$
$279,distribution$
$279,online rental$
$281,social media$
$281,e-commerce$
$281,social commerce$
$281,curated web$
$287,mobile$
$287,mobile advertising$
$287,social media platforms$
$287,interest graph$
$289,mobile commerce$
$289,local$
$289,social commerce$
$289,restaurants$
$292,mobile$
$292,social media$
$292,social games$
$292,sports$
$303,clean technology$
$303,transportation$
$303,logistics$
$304,games$
$304,cloud gaming$
$304,online gaming$
$304,pc gaming$
$312,lead generation$
$312,marketplaces$
$312,online reservations$
$312,beauty$
$321,communities$
$321,productivity software$
$321,lifestyle products$
$321,self development$
$340,sales and marketing$
$340,payments$
$340,CRM$
$340,nonprofits$
$349,online travel$
$349,travel$
$351,media$
$351,financial services$
$351,big data$
$351,small and medium businesses$
$352,e-commerce$
$352,advertising$
$352,flash sales$
$352,celebrity$
$354,mobile$
$354,location based services$
$354,voip$
$354,online dating$
$355,enterprise software$
$355,clean technology$
$355,waste management$
$355,recycling$
$358,twitter applications$
$358,social media marketing$
$358,events$
$358,brand marketing$
$360,SaaS$
$360,e-commerce$
$360,B2B$
$360,photo sharing$
$362,enterprise software$
$362,cloud computing$
$362,big data$
$362,databases$
$364,finance$
$364,small and medium businesses$
$364,startups$
$364,web development$
$366,internet$
$366,SaaS$
$366,information technology$
$366,B2B$
$378,real estate$
$378,personal finance$
$378,big data analytics$
$378,government innovation$
$384,mobile$
$384,digital media$
$384,families$
$384,reviews and recommendations$
$389,mobile$
$389,digital media$
$389,news$
$389,photo sharing$
$390,social media$
$390,marketplaces$
$390,crowdsourcing$
$390,legal$
$401,mobile$
$401,social media$
$401,location based services$
$401,local$
$426,mobile$
$426,SaaS$
$426,collaboration$
$426,web cms$
$428,hardware$
$428,semiconductors$
$428,displays$
$433,e-commerce$
$433,online travel$
$437,social games$
$437,photo sharing$
$437,predictive analytics$
$440,education$
$440,marketplaces$
$440,human resources$
$440,corporate training$
$445,location based services$
$445,deals$
$448,digital media$
$448,music$
$448,analytics$
$448,music services$
$456,social media$
$456,analytics$
$456,twitter applications$
$456,social media platforms$
$457,SaaS$
$457,cloud computing$
$457,collaboration$
$459,SaaS$
$459,B2B$
$459,real time$
$459,it and cybersecurity$
$466,social media$
$466,maps$
$466,sailing community$
$469,mobile$
$469,social media$
$469,real time$
$469,opinions$
$472,mobile$
$472,internet infrastructure$
$472,ios$
$472,android$
$476,mobile$
$476,social games$
$476,location based services$
$476,social media platforms$
$480,real estate$
$480,lead generation$
$480,gamification$
$480,online scheduling$
$482,SaaS$
$482,enterprise software$
$482,iphone$
$482,collaboration$
$485,analytics$
$485,web design$
$485,usability$
$485,user experience design$
$486,SaaS$
$486,non profit$
$493,video$
$496,enterprise software$
$496,cloud computing$
$496,apps$
$496,web hosting$
$498,SaaS$
$498,enterprise software$
$498,application platforms$
$498,gamification$
$499,e commerce platforms$
$499,interior design$
$503,digital media$
$503,social games$
$503,social media platforms$
$503,social media marketing$
$504,telecommunications$
$504,developer apis$
$504,development platforms$
$504,video conferencing$
$504,video chat$
$504,developer tools$
$515,ventures for good$
$515,nonprofits$
$515,social fundraising$
$515,crowdfunding$
$516,e-commerce$
$516,marketplaces$
$516,design$
$516,art$
$517,digital media$
$517,music$
$517,marketplaces$
$517,advertising platforms$
$519,B2B$
$519,publishing$
$519,web design$
$523,mobile$
$523,digital media$
$523,sports$
$523,local$
$524,mobile$
$524,advertising$
$524,mobile advertising$
$524,advertising platforms$
$525,games$
$525,social games$
$525,education$
$531,social media$
$531,e-commerce$
$531,mobile commerce$
$531,social commerce$
$533,e-commerce$
$533,advertising$
$533,loyalty programs$
$533,cause marketing$
$534,mobile$
$534,advertising$
$534,mobile advertising$
$534,tablets$
$537,finance$
$537,online dating$
$537,social search$
$537,indians$
$554,food and beverages$
$554,marketplaces$
$554,specialty foods$
$554,organic food$
$568,social media$
$568,SaaS$
$568,sales and marketing$
$568,sales automation$
$575,clean technology$
$575,cloud management$
$575,internet of things$
$575,green building$
$587,mobile$
$587,real time$
$587,wireless$
$587,proximity internet$
$589,enterprise software$
$589,analytics$
$589,big data$
$589,oil and gas$
$590,mobile$
$590,location based services$
$590,security$
$590,mobile security$
$592,mobile$
$592,advertising platforms$
$592,domains$
$598,temporary staffing$
$598,human resources$
$598,staffing firms$
$630,mobile$
$630,education$
$630,ios$
$630,musical instruments$
$631,mobile$
$631,communities$
$639,SaaS$
$639,enterprise software$
$639,marketplaces$
$639,financial exchanges$
$641,mobile$
$641,digital media$
$641,games$
$641,us hispanic market$
$647,mobile$
$648,consumer internet$
$648,mobile$
$648,social media$
$648,bridging online and offline$
$651,ventures for good$
$651,social fundraising$
$651,online shopping$
$652,SaaS$
$652,enterprise software$
$652,analytics$
$652,cloud infrastructure$
$654,mobile$
$654,b2c$
$665,mobile$
$665,location based services$
$665,bridging online and offline$
$665,social crm$
$674,crowdsourcing$
$674,developer apis$
$674,translation$
$674,curated web$
$684,business intelligence$
$684,business analytics$
$684,big data analytics$
$685,location based services$
$685,content$
$685,travel$
$687,digital media$
$687,communities$
$687,content discovery$
$688,mobile$
$688,entertainment$
$688,real time$
$688,twitter applications$
$690,health care information technology$
$690,startups$
$690,health and wellness$
$695,SaaS$
$695,e-commerce$
$695,mobile commerce$
$695,marketplaces$
$702,B2B$
$702,payments$
$702,facebook applications$
$702,social commerce$
$703,e-commerce$
$703,local coupons$
$703,mobile coupons$
$703,local advertising$
$709,payments$
$709,mobile commerce$
$709,retail technology$
$711,mobile$
$711,advertising$
$711,social media platforms$
$711,music services$
$712,clean technology$
$712,cloud computing$
$712,big data$
$712,ventures for good$
$713,digital media$
$713,social media$
$713,video$
$713,film$
$720,mobile$
$720,crowdsourcing$
$720,small and medium businesses$
$720,contact management$
$751,SaaS$
$751,enterprise software$
$751,e-commerce$
$751,analytics$
$752,digital media$
$752,publishing$
$752,social media platforms$
$752,big data analytics$
$762,consumer internet$
$762,digital media$
$762,education$
$762,publishing$
$763,mobile$
$763,mobile advertising$
$763,mobile coupons$
$763,social media marketing$
$764,mobile$
$764,advertising$
$764,mobile advertising$
$766,public relations$
$773,digital media$
$773,social media$
$773,publishing$
$773,social media platforms$
$775,digital media$
$775,B2B$
$775,big data$
$775,predictive analytics$
$780,digital media$
$780,film$
$780,communities$
$780,film distribution$
$782,SaaS$
$782,social commerce$
$782,retail technology$
$782,mobile payments$
$787,advertising$
$787,marketplaces$
$787,optimization$
$787,crowdsourcing$
$789,SaaS$
$789,enterprise software$
$789,small and medium businesses$
$789,it management$
$797,pharmaceuticals$
$797,big data$
$797,personal health$
$797,bridging online and offline$
$798,education$
$798,parenting$
$798,events$
$798,entrepreneur$
$811,social games$
$811,language learning$
$811,mobile games$
$811,educational games$
$813,cloud computing$
$813,B2B$
$813,artificial intelligence$
$813,crowdsourcing$
$815,digital media$
$815,education$
$815,publishing$
$815,professional networking$
$817,photography$
$817,android$
$817,social travel$
$818,curated web$
$820,health care$
$820,marketplaces$
$820,health care information technology$
$820,health and wellness$
$822,social media$
$822,business services$
$822,social commerce$
$822,reviews and recommendations$
$824,education$
$824,industrial automation$
$824,finance$
$824,reviews and recommendations$
$826,digital media$
$826,finance$
$832,clean energy$
$832,solar$
$832,mobile payments$
$832,finance technology$
$836,SaaS$
$836,B2B$
$836,mobile enterprise$
$836,marketing automation$
$841,SaaS$
$841,enterprise software$
$841,collaboration$
$841,productivity software$
$847,collaboration$
$847,unifed communications$
$847,enterprise 2.0$
$852,consumer internet$
$852,internet$
$852,textbooks$
$852,university students$
